performance_id,student_id,subject_id,marks_obtained,total_marks,grade,exam_type,exam_date,teacher_id,remarks
8118,4699,154,19.61,100,F,Midterm,2024-11-29,963,Address movement success prepare week actually.
8119,1195,8,61.27,100,B,Quiz,2024-08-25,658,Control evening degree just nearly stock fire.
8120,11956,358,88.91,100,B,Midterm,2024-12-16,320,Them feeling detail success participant.
8121,7202,205,33.89,100,F,Quiz,2024-05-15,294,Western class pay value human simple fish material.
8122,14662,7,17.86,100,A,Quiz,2024-05-08,417,Foot magazine foreign compare expert stock.
8123,6031,341,23.4,100,C,Quiz,2024-08-08,744,Project every carry.
8124,10934,218,46.21,100,F,Quiz,2024-10-06,869,Collection kitchen behavior piece.
8125,15676,33,27.86,100,D,Quiz,2024-08-21,771,Social pattern thus.
8126,12171,231,26.84,100,F,Final,2024-08-18,346,Enter six everything mouth style hair international.
8127,5363,266,54.42,100,B,Final,2024-07-26,770,Become camera actually job authority.
8128,1556,456,54.52,100,B,Midterm,2024-01-31,985,Year huge price process change not.
8129,13018,239,51.8,100,F,Midterm,2024-12-08,170,White including away finish executive all nearly.
8130,15256,451,19.16,100,C,Quiz,2024-04-28,466,Expert rich offer tell bad teach agency.
8131,19071,242,44.68,100,F,Quiz,2024-02-05,834,Before respond health now.
8132,16496,228,15.06,100,D,Quiz,2025-01-15,877,Movie data law.
8133,6195,414,66.95,100,D,Final,2025-01-15,424,Although wait your window describe foreign four.
8134,17679,339,37.78,100,F,Quiz,2024-03-03,515,Even draw join section certain appear care.
8135,9088,325,3.62,100,C,Midterm,2024-06-20,499,Travel concern also back reduce he friend same.
8136,5914,258,37.23,100,B,Quiz,2024-12-21,246,Nothing senior various bar power.
8137,2420,468,21.45,100,A,Midterm,2024-05-22,715,Threat ten statement.
8138,13053,24,47.37,100,B,Quiz,2024-02-19,499,Throughout hour find different beat nor represent nature.
8139,15106,41,34.21,100,A,Final,2024-11-04,76,Firm total age language in compare.
8140,7937,332,52.84,100,D,Final,2024-04-12,611,Compare matter add force book.
8141,1464,27,75.53,100,B,Quiz,2024-10-22,537,Beyond practice hundred.
8142,33,253,19.74,100,F,Midterm,2024-12-03,922,Artist professor name pressure reason.
8143,1713,145,4.84,100,D,Quiz,2024-04-21,312,Happen meet change adult husband adult.
8144,2894,217,95.25,100,B,Midterm,2024-09-01,418,Avoid man traditional age out sea majority.
8145,12183,84,53.96,100,B,Quiz,2024-12-24,199,Present result civil certain firm.
8146,7472,437,78.2,100,C,Final,2024-05-13,327,Seat talk ago.
8147,14691,467,25.52,100,C,Final,2024-07-07,852,Customer consider discover catch before.
8148,17678,83,35.22,100,D,Final,2024-11-07,176,Hear call accept check day answer.
8149,7317,254,79.13,100,B,Midterm,2024-04-18,267,Society figure high surface ability information.
8150,7688,292,21.77,100,C,Midterm,2024-12-19,17,Natural easy treat song scientist.
8151,7375,315,63.38,100,A,Quiz,2024-09-13,285,Everybody TV manager crime.
8152,12800,474,53.73,100,F,Final,2024-10-13,705,Form wrong gun.
8153,3707,124,61.64,100,A,Midterm,2024-06-20,695,Director father finally including exist.
8154,17105,188,26.79,100,B,Final,2024-03-08,403,Mission appear baby.
8155,11610,473,84.74,100,A,Quiz,2024-02-10,731,Expect night prepare mother sign increase particularly probably.
8156,8066,88,74.35,100,A,Quiz,2024-11-24,400,Different into record let cost class environment.
8157,14173,233,88.95,100,B,Midterm,2024-03-06,436,Financial save staff personal drug true issue.
8158,5577,161,67.92,100,F,Final,2024-09-04,458,Short remain perform police artist lawyer recognize.
8159,17604,274,25.75,100,C,Final,2024-09-12,337,General when do mission window why.
8160,18347,181,0.73,100,A,Quiz,2024-07-02,672,Paper range leader.
8161,14059,33,3.87,100,D,Midterm,2024-07-13,426,School follow onto author room often should take.
8162,10705,422,89.67,100,B,Quiz,2024-09-05,925,Usually side source stay argue decide unit force.
8163,8403,203,70.83,100,C,Quiz,2024-10-04,406,Rise technology other range clear father officer.
8164,10511,154,22.77,100,A,Quiz,2024-04-28,22,Look effort treatment wall take family whom.
8165,11570,43,0.25,100,C,Final,2024-08-01,887,Brother hit recently take time finally above.
8166,16927,277,37.87,100,D,Midterm,2024-11-14,535,Where politics poor together.
8167,4528,86,38.64,100,C,Quiz,2024-06-07,817,Performance look price fund positive degree herself.
8168,18501,305,98.45,100,F,Midterm,2024-07-14,216,Avoid stuff know me.
8169,3464,430,13.33,100,F,Midterm,2024-02-19,124,System to interesting above.
8170,11653,92,24.47,100,A,Quiz,2024-04-12,23,Live civil almost form.
8171,11036,466,8.39,100,D,Quiz,2024-11-07,363,According popular soon say reduce behind.
8172,4721,419,20.86,100,C,Midterm,2024-05-22,70,Listen nation suddenly quality.
8173,18679,141,37.71,100,D,Final,2024-04-02,923,Health approach suggest simply goal lead agency hour.
8174,16942,35,41.95,100,C,Quiz,2024-12-19,521,Nothing add western step decade.
8175,9961,424,83.15,100,D,Midterm,2024-05-11,276,Page worry debate body leave.
8176,7200,360,80.36,100,C,Midterm,2024-11-18,340,Voice meeting measure city shake cell bit.
8177,14253,8,24.01,100,A,Midterm,2024-07-04,923,Perform second strategy step everyone letter.
8178,8981,220,18.18,100,F,Final,2024-07-10,770,Change few miss meeting do involve establish.
8179,9132,53,14.87,100,F,Midterm,2024-02-21,691,Pattern against past through also next teach.
8180,19752,142,79.58,100,B,Midterm,2024-02-01,348,Factor yeah very window nor raise heart.
8181,10472,109,27.63,100,A,Quiz,2024-08-10,31,Rest figure suddenly.
8182,19438,157,41.21,100,C,Quiz,2024-03-26,17,Character home purpose base pass gun board wish.
8183,8999,55,8.83,100,C,Final,2024-07-23,378,Science world bad table fast side.
8184,6964,114,59.24,100,A,Final,2024-09-14,657,Wear middle strategy want player hold ever recently.
8185,14911,139,77.36,100,A,Final,2024-09-24,845,Wife around write service yes.
8186,15205,455,50.22,100,F,Midterm,2024-07-05,96,Animal pass section goal right.
8187,6065,132,43.43,100,C,Midterm,2024-07-30,757,Instead pass nothing option cause.
8188,111,250,72.14,100,B,Quiz,2024-11-11,844,Box force past.
8189,5725,301,75.31,100,C,Final,2024-03-18,150,Now my fight save summer.
8190,2253,161,44.6,100,B,Quiz,2024-09-22,239,Culture wonder identify decide understand into.
8191,3241,133,55.8,100,F,Final,2024-05-14,646,Remember economic Congress all.
8192,11051,187,94.61,100,C,Quiz,2024-12-17,426,Letter mean return professor data.
8193,16589,134,96.91,100,B,Quiz,2024-09-02,582,General maybe gun college and interview.
8194,4255,487,85.35,100,F,Quiz,2025-01-24,477,Hear clear course easy.
8195,10997,198,90.16,100,F,Quiz,2024-03-30,16,Would imagine save suggest.
8196,18175,378,76.41,100,C,Quiz,2024-12-09,402,Among serve line generation investment I music language.
8197,19740,428,87.5,100,B,Midterm,2024-02-07,977,Majority cause miss add general throughout.
8198,5035,273,94.89,100,B,Final,2024-11-16,137,Data speech thousand common sign instead.
8199,16640,231,37.7,100,D,Final,2024-02-19,391,My factor drive my.
8200,14174,242,21.67,100,A,Final,2024-09-03,647,Social section pull future.
8201,17803,372,26.87,100,D,Midterm,2024-08-31,866,Law most which over green market over.
8202,8988,409,46.47,100,D,Quiz,2024-06-18,329,Into safe all police so pick road.
8203,2650,307,88.53,100,F,Midterm,2024-07-15,478,Specific speak somebody idea.
8204,13034,365,36.08,100,C,Midterm,2024-10-17,27,Different chair across three goal treatment whole.
8205,6958,169,3.25,100,F,Midterm,2024-07-02,775,Worker employee particular rise factor foot.
8206,12919,270,40.94,100,D,Final,2024-08-18,964,Want claim buy especially today mind high.
8207,17278,140,31.02,100,D,Final,2024-10-29,88,Walk network attack half avoid.
8208,4020,416,23.81,100,F,Quiz,2024-08-11,651,Service kind treat use.
8209,19338,86,87.89,100,D,Quiz,2024-10-23,7,Town property sell expect price.
8210,713,331,38.02,100,F,Midterm,2024-06-02,89,Include politics consider everybody.
8211,19656,80,60.71,100,B,Final,2024-05-09,325,Never big fly inside identify much.
8212,997,226,38.17,100,C,Quiz,2024-05-29,414,Part yourself yeah agreement mission may action.
8213,8867,135,57.45,100,F,Quiz,2024-12-08,109,Politics read always deal live understand school.
8214,11376,301,67.96,100,C,Midterm,2024-05-21,653,Head offer low free.
8215,14984,247,26.96,100,C,Midterm,2024-04-20,146,Development discuss hold owner source.
8216,2601,314,49.24,100,A,Midterm,2025-01-26,19,Record should reason strategy really key way.
8217,13596,470,22.03,100,C,Quiz,2024-09-19,983,Room staff let general discover day decade.
8218,6660,87,22.29,100,F,Final,2025-01-13,200,Mention wonder prepare admit.
8219,8685,480,8.63,100,B,Midterm,2024-08-01,215,Interesting activity response green people.
8220,18281,377,42.12,100,C,Midterm,2024-09-29,658,Station particular house certainly think stock.
8221,14419,440,11.39,100,C,Quiz,2024-04-09,361,Keep certainly collection send challenge.
8222,258,403,46.53,100,B,Quiz,2024-07-25,257,Bank body authority.
8223,10927,410,39.34,100,C,Final,2024-08-07,568,Lot like same everybody local these but within.
8224,12405,46,43.01,100,B,Final,2024-04-08,870,Message you wall.
8225,16487,141,77.82,100,B,Quiz,2024-10-29,523,Off indicate to sometimes.
8226,7131,373,23.21,100,A,Quiz,2024-06-28,732,Production budget effect defense.
8227,8226,147,56.49,100,F,Midterm,2024-02-24,842,Identify away world out another economy wife.
8228,17117,358,61.25,100,C,Quiz,2024-12-01,116,Shoulder prepare truth day its beautiful television.
8229,4648,110,74.82,100,F,Quiz,2024-05-07,641,Process training drop.
8230,12839,233,21.95,100,F,Final,2024-02-05,614,Medical here raise.
8231,12634,14,2.65,100,D,Quiz,2024-04-13,1,Song benefit finish.
8232,15946,269,3.3,100,F,Quiz,2025-01-25,967,Either down understand support future business us miss.
8233,1179,112,20.84,100,D,Midterm,2024-07-19,106,Kind alone American instead clear purpose.
8234,5845,408,88.92,100,C,Quiz,2024-06-19,106,Inside individual amount between already design.
8235,15344,225,42.49,100,F,Midterm,2024-02-25,687,Magazine writer goal training lead cut.
8236,13328,442,47.43,100,A,Midterm,2024-07-11,591,Professional test simple address grow building authority.
8237,621,459,55.32,100,C,Quiz,2024-09-04,58,Make stand range west interesting foreign.
8238,17053,167,25.77,100,C,Midterm,2024-10-27,123,Technology even anyone speech wall.
8239,4840,397,50.5,100,D,Midterm,2024-09-12,89,Enter shoulder discover executive nation commercial.
8240,12056,150,14.92,100,B,Final,2024-03-02,528,Information find turn yourself power black reveal.
8241,17420,240,5.11,100,C,Final,2024-09-01,807,Certain admit outside such until president.
8242,1726,93,67.2,100,C,Final,2025-01-30,741,All able politics song condition bring cultural.
8243,12006,77,5.62,100,F,Quiz,2025-01-03,127,Building thank follow garden either prove century.
8244,9672,265,11.71,100,C,Final,2024-06-04,550,Life population shoulder find.
8245,1616,334,36.58,100,A,Midterm,2024-07-22,924,Attorney another hair institution.
8246,16972,173,9.25,100,D,Quiz,2025-01-05,383,Her business media contain live.
8247,501,163,13.85,100,F,Midterm,2025-01-06,341,More fire small now.
8248,8361,64,2.23,100,B,Final,2024-04-12,806,Experience green everyone force spring.
8249,4908,28,52.84,100,F,Midterm,2024-04-20,187,Perform school hold successful final wife radio.
8250,11661,229,26.55,100,C,Quiz,2024-09-26,840,Street source choose.
8251,9094,328,25.3,100,A,Final,2024-11-05,203,Partner first everybody possible choose decide.
8252,8624,430,29.58,100,D,Quiz,2024-07-03,42,Past black just indeed tough.
8253,5343,122,29.09,100,D,Midterm,2025-01-26,185,About training quality easy individual phone.
8254,13471,476,97.0,100,D,Quiz,2024-12-30,977,Along during firm example organization education.
8255,4419,390,65.66,100,A,Midterm,2024-09-11,516,Program paper how moment bad site.
8256,17508,390,0.93,100,B,Quiz,2024-09-29,873,Must cause task citizen idea.
8257,3818,149,31.57,100,A,Quiz,2024-03-11,930,Indeed large purpose institution professor investment song official.
8258,16187,7,46.02,100,F,Midterm,2024-08-08,300,Window guess again second firm.
8259,18068,355,8.15,100,F,Final,2024-06-17,290,One my community city protect red too.
8260,3083,38,11.81,100,C,Quiz,2024-06-21,787,Enter matter couple just information election street open.
8261,13546,129,62.53,100,F,Final,2024-06-16,670,Nice character join on often station shoulder customer.
8262,17877,297,67.17,100,D,Quiz,2024-10-11,43,Those firm two officer.
8263,19648,214,71.84,100,F,Final,2024-02-26,331,Woman campaign PM bad.
8264,8506,192,61.88,100,A,Midterm,2024-07-05,667,Whatever section more successful anyone decade Mrs.
8265,16606,13,48.92,100,C,Midterm,2024-12-23,907,Must network later door everyone serve family.
8266,3020,170,65.53,100,B,Final,2024-11-25,541,Bar smile great.
8267,9308,72,58.27,100,F,Midterm,2024-04-28,977,These few discussion low interest.
8268,10004,288,58.23,100,F,Midterm,2024-09-15,845,Paper me new leg model there.
8269,19257,14,61.38,100,F,Midterm,2024-02-05,474,Available indicate still science himself source.
8270,3742,231,3.36,100,F,Midterm,2024-02-25,182,Soon ready various free.
8271,16875,20,82.37,100,A,Midterm,2024-02-05,837,Strategy defense however more federal.
8272,7971,433,13.34,100,F,Midterm,2024-08-02,624,Value cover southern fire.
8273,3746,45,89.09,100,A,Final,2024-09-02,524,Standard enough agree couple human.
8274,18154,97,46.33,100,B,Final,2024-04-15,867,Apply smile four walk writer each kind bar.
8275,13915,469,95.08,100,D,Midterm,2024-05-08,640,Carry together by whole Mrs west somebody.
8276,9661,310,79.88,100,C,Final,2024-06-02,417,Respond defense standard mother capital.
8277,18009,94,7.98,100,A,Final,2024-10-27,624,Mother mind toward true many stand raise.
8278,1709,275,54.18,100,A,Midterm,2024-06-14,558,Red there family.
8279,16212,164,20.81,100,C,Quiz,2024-09-01,388,Decision in campaign capital indeed last science.
8280,12360,79,19.55,100,C,Final,2024-11-29,397,Plant difficult eight read.
8281,14605,385,84.22,100,F,Final,2024-12-24,822,Matter company authority analysis information everything dog story.
8282,7175,395,54.01,100,D,Final,2024-11-04,609,Future personal defense others night south reveal.
8283,4268,378,56.73,100,D,Final,2024-05-25,38,Give song for so.
8284,10736,230,58.24,100,D,Final,2024-09-10,839,Country blood term image major.
8285,169,409,14.75,100,F,Final,2024-02-01,377,Only probably stuff crime.
8286,4614,302,76.24,100,F,Midterm,2024-07-24,42,Discuss music science day newspaper far song.
8287,4161,456,78.18,100,C,Final,2024-06-19,67,What many member last fly thousand few.
8288,9487,39,14.64,100,C,Quiz,2024-11-08,8,Ask very walk day indeed long need.
8289,8350,438,66.61,100,C,Quiz,2025-01-29,369,Democrat myself subject answer accept statement.
8290,3721,59,0.3,100,C,Quiz,2024-02-18,404,Plan responsibility network deep history.
8291,15956,494,74.5,100,B,Quiz,2024-10-07,532,Safe here quality visit animal indeed husband eight.
8292,15669,274,25.85,100,F,Final,2024-12-24,399,Involve turn effect term when strategy others.
8293,15150,402,68.27,100,F,Quiz,2024-02-24,416,Effort civil decision its big condition.
8294,7051,90,72.27,100,D,Midterm,2024-10-25,219,Operation effort risk dog policy major sit.
8295,19184,70,42.05,100,D,Midterm,2024-06-26,780,Thought about fund large.
8296,8274,492,86.31,100,C,Quiz,2024-05-14,195,Body same point.
8297,16663,28,44.19,100,C,Final,2024-04-30,186,Simple item ahead about success campaign try successful.
8298,2738,151,59.74,100,A,Final,2024-09-10,690,Five summer answer someone seek activity response.
8299,14771,310,25.88,100,D,Quiz,2025-01-10,836,Cell kitchen teacher however learn.
8300,13403,145,30.81,100,A,Final,2024-03-10,849,Third white officer training step soldier.
8301,1763,358,83.39,100,F,Quiz,2024-04-22,338,Officer recognize station nearly during available.
8302,17051,166,19.6,100,D,Final,2024-06-17,133,Action medical baby letter.
8303,11449,400,17.28,100,F,Final,2024-03-19,735,Control public positive bed.
8304,3040,220,60.29,100,C,Final,2024-11-04,926,Offer item once institution light arrive to.
8305,8396,85,64.97,100,C,Quiz,2024-04-04,570,Race small attack eye.
8306,15840,294,98.6,100,B,Final,2024-12-08,497,Option never clearly eight.
8307,16943,147,38.37,100,A,Midterm,2024-11-12,543,Nearly positive tonight likely field painting article.
8308,8520,161,87.14,100,B,Midterm,2024-06-27,987,Put anything performance hour only occur.
8309,4364,310,66.99,100,F,Midterm,2025-01-24,241,These contain manage certain next window account smile.
8310,795,105,74.49,100,D,Midterm,2024-08-10,27,Decade save though short member style lead.
8311,19965,187,41.45,100,B,Final,2024-09-23,831,None represent hundred to quite him because.
8312,967,439,35.15,100,C,Quiz,2024-11-20,146,Set television beautiful mention else blue bar.
